address,score,grade,kind,pro_tx_hash,valid,status,stale,headers_synced,headers_target,headers_per_sec,filter_headers_synced,filters_synced,filters_per_sec,advertised_height,connect_ms,avg_ping_ms,bytes_received,timeouts,validation_failures,total_secs,error
95.216.109.136:9999,95.7,A,Regular,726b55966379d5f07d2218a765b8073581a47149a15ba10bd898ec6fb9aa9010,TRUE,done,FALSE,52659,52611,4247.4,52659,52659,7216,2502659,428,427,27193509,0,0,17.96,
135.181.15.235:9999,95.7,A,Regular,bd6a8225a24ca083bf584ca166baa71e6e696969c34696e3cce2347860df9a80,TRUE,done,FALSE,52690,52611,4528.8,52690,52690,8386.4,2502690,429,427,27458253,0,0,16.15,
65.109.93.110:9999,95.7,A,Regular,2afef04273128b34fcff085db9038a19a96fbf2096256bb6c85d1a168af83aa5,TRUE,done,FALSE,52678,52611,7180.1,52678,52678,13058,2502678,423,428,27397184,0,0,11.22,
164.92.160.130:9999,95.7,A,Regular,3569439a952c29b1397458720248d5ae67eddac4a9662a667fad335aa76593b4,TRUE,done,FALSE,52654,52611,3909.5,52654,52654,5976.2,2502654,542,416,27252432,0,0,21.19,
135.181.53.132:9999,95.7,A,Regular,5f3d92c9527aa4f441c8c9b67fee4d498ddffdd78da142e29d96cc9da0f663eb,TRUE,done,FALSE,52694,52611,5198.4,52694,52694,8722.8,2502694,429,427,27265863,0,0,15.29,
207.180.213.141:9999,95.7,A,Evo,7a001d87d8d460260706b0a5c2434acf99271732326606d1c76cc091f54df2bf,TRUE,done,FALSE,52660,52611,5547.3,52660,52660,10199.3,2502660,432,427,27254707,0,0,14.95,
95.216.230.97:9999,95.7,A,Regular,7aba310e60cf386bd5b9139df4acaea22f7d54c426e93d3acfafe7e411f66c2b,TRUE,done,FALSE,52678,52611,5226.9,52678,52678,9190,2502678,426,428,26944457,0,0,14.77,
62.171.176.79:9999,95.7,A,Evo,f1a9c4d929034d3f004281dc2e0ee53fe2d508ae6e8815317ea5551cb047a95a,TRUE,done,FALSE,52650,52611,3044,52650,52650,6108,2502649,428,428,27290525,0,0,21.17,
95.216.126.39:9999,95.7,A,Regular,efa9bf202a86df2a133bc4474571d1335d3601110540921d7aa3f9f7b77c5426,TRUE,done,FALSE,52674,52611,7428.7,52674,52674,13330.1,2502674,426,428,27462964,0,0,10.92,
135.181.53.230:9999,95.7,A,Regular,854dea4f7cf07bfdd8e34f696b6519955717691a191bb3591acdde42af1f7f31,TRUE,done,FALSE,52678,52611,6700.9,52678,52678,12534.5,2502678,435,427,27030655,0,0,11.97,
135.181.8.69:9999,95.7,A,Regular,bbc2b1714b62b455b537df37ef78f850f921d89cd92a53df4595a7356e3269fd,TRUE,done,FALSE,52697,52611,4558.9,52697,52697,8626,2502696,455,425,27285663,0,0,15.46,
135.181.15.224:9999,95.7,A,Regular,4da5223cdc7a34ac8b6d6659f3a788cb4e77ad5e47ae49f86342c713d47e3a4a,TRUE,done,FALSE,52679,52611,7388.6,52679,52679,13637,2502679,432,428,27508657,0,0,10.84,
132.243.197.138:9999,95.7,A,Regular,50b39ff4e2b686649f8e57972a380fc575e772881fad2a5bc049920a5a8ae2a2,TRUE,done,FALSE,52703,52611,2869.2,52702,52702,5799,2502702,390,432,27167773,0,0,20.83,
37.60.244.253:9999,95.7,A,Evo,81ff1b7bbc3dc490b3dd387a024f18ec692aabd1d9773e5709bb9124b09fcc9a,TRUE,done,FALSE,52681,52611,5633.1,52681,52681,8401.1,2502681,396,431,27189238,0,0,15.43,
95.217.125.98:9999,95.7,A,Regular,e90941a2ea8a1bb9f13bfef7dc2d78262ebf149a131f8d0439b239e7cd3eb272,TRUE,done,FALSE,52674,52611,5545.1,52674,52674,10708.6,2502674,536,417,27313530,0,0,13.21,
135.181.15.233:9999,95.7,A,Regular,65744b796afd16b2a3138a2cc5d910ffca89017bc581a2abb07806f650b8ac82,TRUE,done,FALSE,52691,52611,5169.5,52691,52691,9567.9,2502690,447,426,27279702,0,0,13.87,
37.27.193.211:9999,95.7,A,Regular,69d464d416345f2f36f94f1bcc8bec0ddb5f6b6c981e88b94b329c538cdc99e1,TRUE,done,FALSE,52665,52611,7942,52665,52665,13045.2,2502665,425,428,27200589,0,0,10.59,
151.244.85.229:9999,95.7,A,Regular,0b58bca0881b27278d8e934651dd0bf6d924d6faf0628f1c4aa6cbd54d9d6ed2,TRUE,done,FALSE,52700,52611,6299.1,52700,52700,11047.4,2502699,431,428,27302096,0,0,12.58,
188.40.231.20:9999,95.7,A,Regular,bddb4c0ff86835462e2b521572d3a9d642294e2aa76289c513e0aaacfc927f58,TRUE,done,FALSE,52698,52611,4993.5,52698,52698,9948,2502697,828,389,27288567,0,0,14.01,
161.35.94.177:9999,95.7,A,Regular,6f1418e77192e57f2ef5668d888443d28d32bd948926ed6afd6c2f821710aef6,TRUE,done,FALSE,52666,52611,7455,52666,52666,12702.7,2502666,422,429,27201965,0,0,11.84,
46.4.217.231:9999,95.7,A,Regular,13029347ebfd00c42d91c7942a4dbf4d175568bb12f81526b13318d2d1c501ab,TRUE,done,FALSE,52690,52611,5739.5,52690,52690,10891.3,2502689,727,399,27456571,0,0,12.77,
133.18.97.226:9999,95.7,A,Regular,a292089575c762e52de157c98af34ed85a8bbf6f90430c5213932d1bb18dcc7d,TRUE,done,FALSE,52639,52611,2218.7,52639,52639,4017.3,2502639,238,233,26329344,0,0,30.24,
188.40.21.227:9999,95.7,A,Regular,1bccc4910e194970ddfff8888c1f5eee3796c948fd50e2b0df4eac274cddc9d3,TRUE,done,FALSE,52703,52611,5520.5,52703,52703,9064.3,2502703,489,423,27320419,0,0,14.72,
65.109.84.201:9999,95.7,A,Evo,9b49df8eaed09b7af55f30c787d4b54e30ee4e27403dc7c2b35b7d6c44ff5180,TRUE,done,FALSE,52669,52611,4927.8,52669,52669,8364.4,2502669,429,428,27116044,0,0,15.74,
65.109.108.142:9999,95.7,A,Evo,4f1ef2123705da675fc17258ff27048016d75d809f5a6149834cd2621fc89883,TRUE,done,FALSE,52675,52611,5663,52675,52675,10964.2,2502675,429,429,27536969,0,0,12.95,
95.217.29.29:9999,95.7,A,Regular,7231d0feab34b2897bf120b4a73572a2b247607818c75bded01e706be6f2e7fb,FALSE,done,FALSE,52687,52611,4560,52687,52687,8436.3,2502687,447,427,27217878,0,0,16.73,
185.92.220.178:9999,95.7,A,Regular,f9996287cc1b8081d27aec6a89bf59d7ee1a0ffeca0537ea1f77b508dac88d8f,TRUE,done,FALSE,52640,52611,4836.8,52640,52640,8719.2,2502640,766,396,26761749,0,0,16.15,
135.181.177.53:9999,95.7,A,Regular,771bf525065cc13764e8f79b4c9338f106ff1e88383d3e9d4bfc6644b6ee8bea,TRUE,done,FALSE,52694,52611,5002.5,52694,52694,8186.6,2502694,436,428,27176878,0,0,16.36,
95.216.126.38:9999,95.7,A,Regular,098e7cb6b721600bedddc99690fa7b005bc4b0d857ee3b8fcbc755e7e221e3e9,TRUE,done,FALSE,52691,52611,4478.6,52691,52691,8370.1,2502691,426,429,26942662,0,0,16.29,
107.170.238.241:9999,95.7,A,Regular,d5fa2bb1607983f610c589f60b511bc3a6b100dc363d6f6e715949ae7d563dda,TRUE,done,FALSE,52678,52611,5484.3,52678,52678,10522,2502678,427,429,27233908,0,0,13.85,
87.229.22.23:9999,95.7,A,Regular,e2c6fb3f8cd42d2acfb58b3f198047d12b9be166d9059e1747a1d3e674aefe85,TRUE,done,FALSE,52653,52611,4085,52653,52653,7772.3,2502653,433,428,27192500,0,0,16.97,
178.62.129.7:9999,95.7,A,Regular,9a87ab75f4964c65e0c54eefa4f03c1e9005061a7bd1ae020ecf9732c8f23674,TRUE,done,FALSE,52691,52611,5439.6,52691,52691,9144.2,2502691,442,428,27133703,0,0,15.3,
65.21.237.231:9999,95.7,A,Evo,deb5963ee73ba56b7e55e4b39d1b1da3c5a2c5bde96424a4404bef9573a50da1,TRUE,done,FALSE,52655,52611,4934.1,52655,52655,9481.1,2502655,439,428,27564137,0,0,16.24,
188.166.5.202:9999,95.7,A,Regular,4daba3a6a198ea631870c8a6d0140396e03d4336babad971b898be23bc1f9885,TRUE,done,FALSE,52687,52611,3891.7,52687,52687,7341.8,2502687,718,401,27322815,0,0,17.97,
95.85.32.155:9999,95.7,A,Regular,6d1185c4df4c5d856fd90d2979d8f2b1a2fbcc0a0eb82cda76d09ab24e427b85,TRUE,done,FALSE,52667,52611,7112.4,52667,52667,12389.9,2502667,427,429,27299527,0,0,11.57,
95.216.255.64:9999,95.7,A,Regular,e63959eabd3646b5ae460f3bac1dab33083a48e9729f2ed64b6891423689553f,TRUE,done,FALSE,52681,52611,6269.1,52681,52681,11489.7,2502681,446,428,27180418,0,0,12.1,
46.4.162.127:9999,95.7,A,Regular,0081a4615a1517a37d418ff9bf733e709e11c8de2e99133d8009585b289d84c0,TRUE,done,FALSE,52690,52611,4528.2,52690,52690,8527.1,2502690,760,397,27508753,0,0,15.74,
198.211.127.203:9999,95.7,A,Regular,f314c6cbdc70110af95dcd70564298a61ad5962874ce34771647cb3b4a01de9d,FALSE,done,FALSE,52655,52611,3169.4,52655,52655,6356.9,2502654,441,428,27135462,0,0,22.23,
135.181.15.229:9999,95.7,A,Regular,5ed50d9437b89d7c107cc4b99cf03fd8657b9b9503b1f0b69b152a9be5d5f824,TRUE,done,FALSE,52673,52611,5883.1,52673,52673,11043.5,2502673,428,430,27014424,0,0,13.29,
161.97.159.172:9999,95.7,A,Evo,892a279eeec9a03feb6814ebaa9873001c2ea3c01fc4e56bf154b7e6266b2892,TRUE,done,FALSE,52679,52611,5997.5,52679,52679,10419.2,2502679,385,434,27524737,0,0,12.56,
85.209.241.30:9999,95.7,A,Regular,112bd147646f2813bb53c6966c48cb98f18b0045e3d5ed9aaf3c2c1e5abf8519,TRUE,done,FALSE,52666,52611,5496.5,52666,52666,9127.5,2502666,425,430,26170142,0,0,13.99,
80.208.230.144:9999,95.7,A,Regular,88a4a1be94737cd891782988d968aa24ee3c72ec16389c25e2890850a3fa139d,TRUE,done,FALSE,52640,52611,4163.9,52640,52640,7308.7,2502640,460,427,26576264,0,0,17.98,
178.62.171.58:9999,95.7,A,Regular,53e231220d0dec5dc6db1c75b972c9f88b525cb138a1b9d79c3b8103870ec83d,TRUE,done,FALSE,52683,52611,7688.4,52683,52683,12846.9,2502683,447,428,27416120,0,0,11.27,
65.108.0.149:9999,95.7,A,Evo,b29a91ffbccd7e3f5aca6807600d8e7317c3e9e75f1ce45cd14354f48a582b48,TRUE,done,FALSE,52660,52611,6055.7,52660,52660,10572.7,2502660,436,429,26863978,0,0,13.21,
178.63.121.136:9999,95.7,A,Regular,2ca0cf4463afa12abee6955bf1bff0bc3378c2f12486d51a1cdf5ce21b26ef27,TRUE,done,FALSE,52665,52611,6067,52665,52665,10335,2502665,390,434,27261065,0,0,13.53,
151.244.85.255:9999,95.7,A,Regular,abb9c0dcfeac07496f96158f4159528a4fe7870b573845bdf60b0474c88cd084,TRUE,done,FALSE,52691,52611,3601,52691,52691,6097.9,2502691,436,430,26250254,0,0,20.87,
188.40.185.137:9999,95.7,A,Regular,5f0c5e38a9d93b89cf1eb3d432151c4d004ee14d410275b162e16a7f418334b0,TRUE,done,FALSE,52702,52611,5615.5,52702,52702,10435.2,2502702,862,388,27162075,0,0,13.71,
188.40.241.104:9999,95.7,A,Regular,1d2ff4d3a3bf1bd572c153d00be0616061b4f3f2c1c5f3e8a255841a084ccaa5,TRUE,done,FALSE,52702,52611,5433.9,52702,52702,10424.7,2502701,417,432,27220967,0,0,12.85,
107.170.219.53:9999,95.7,A,Regular,4d76110432f65e2ecfe1c47c16927bbd55b145f177c0782aab2974c5c9fa62d0,FALSE,done,FALSE,52678,52611,4915,52678,52678,9112.9,2502678,436,430,27335014,0,0,15.11,
188.226.228.88:9999,95.7,A,Regular,df94333eea6bfbd1604962c058d0b884cbb2d7a916846141e6b99700534ffcad,TRUE,done,FALSE,52665,52611,4585.3,52665,52665,8294.6,2502665,714,403,27306319,0,0,16.14,
95.216.255.70:9999,95.7,A,Regular,7a387037835fd0f335854aaf0240a2c9def18dc2c1b582ea3984a2ece7df08a3,TRUE,done,FALSE,52690,52611,4468,52690,52690,7979.7,2502690,445,429,27435547,0,0,16.33,
185.239.209.6:9999,95.7,A,Evo,2880b3c189757406f3861054de6ebad147f97fb5529f9275807367def21fad4c,TRUE,done,FALSE,52634,52611,5128.6,52634,52634,9731.8,2502634,392,435,27335208,0,0,15.79,
161.35.17.210:9999,95.7,A,Regular,a06dbf594811131f366af652b29b3351b234406f910f0dd5c1139494b975e5c3,TRUE,done,FALSE,52648,52611,3040.7,52648,52648,5415.7,2502648,420,432,27469957,0,0,22.07,
95.216.109.133:9999,95.7,A,Regular,3bb61602562814829ae439b350df1ed837e4c306d90c29294b911fe4e29e0c89,FALSE,done,FALSE,52689,52611,4788,52689,52689,7947.8,2502689,434,430,27420055,0,0,16.15,
192.248.189.66:9999,95.7,A,Regular,c2c255c04f271a2a2525c782cf9e0c966967a84eb5e311ccff9aafd353379b7a,TRUE,done,FALSE,52645,52611,3107.4,52645,52645,5244.2,2502645,378,436,26658923,0,0,22.69,
135.181.53.198:9999,95.7,A,Regular,83661832b5612630d0d24f8698d3af176f89ea8c1c7bfc9363da4a89220b300e,TRUE,done,FALSE,52646,52611,2784.4,52646,52646,5179.9,2502646,471,427,27167138,0,0,26.13,
188.40.163.27:9999,95.7,A,Regular,4bd16f9effc6608745a21b8b38127b8e17ea7bea7382955f36d2570fcbe1c5fa,TRUE,done,FALSE,52704,52611,6084.8,52704,52704,11092.6,2502704,715,403,27541568,0,0,14.07,
188.166.30.248:9999,95.7,A,Regular,dfc0e863db86ca11d9f69433e180b0435f2427a57c96f34ed2d69df662d6656e,TRUE,done,FALSE,52682,52611,4701.5,52682,52682,8463.8,2502682,405,434,27129484,0,0,15.86,
95.85.11.74:9999,95.7,A,Regular,52b7a06ad7ab08446289b3245803f60dea3d110533b4d5028195be95df1437ce,FALSE,done,FALSE,52678,52611,6436.6,52678,52678,11686.7,2502678,430,431,27188063,0,0,12.16,
151.244.85.106:9999,95.7,A,Regular,b3140d594332ebdee0aaa9069607afa3ca5d76eb2df9ee3401c61b61b4964138,TRUE,done,FALSE,52686,52611,4436.1,52686,52686,7958.4,2502686,427,432,27543539,0,0,17.52,
2.59.156.192:9999,95.7,A,Evo,695aba2fa4d2b84414dbeb8276c0ae419643685d8eb2ffe475eb3c3f803b268e,TRUE,done,FALSE,52640,52611,3917.8,52640,52640,7234.2,2502640,498,425,27286388,0,0,18.38,
46.4.162.114:9999,95.7,A,Regular,aeb500ccc63a61d190031c2b70c9dd935cd95f1b68a155c6e620546835083f1f,TRUE,done,FALSE,52665,52611,7101.9,52665,52665,11429.2,2502665,708,404,27282649,0,0,12.27,
178.62.163.205:9999,95.7,A,Regular,a5561398a03769782b09c660df3ee9bc48641171a648bc75bdc0f127598385db,TRUE,done,FALSE,52697,52611,6824.1,52697,52697,12599.2,2502697,438,431,27381415,0,0,11.65,
31.10.97.36:9999,95.7,A,Regular,1f2c799ab6c564249f1ca0e664f0183aaffdc61bbdee8c3b83053cc6cde7d287,TRUE,done,FALSE,52639,52611,4870.9,52639,52639,8601.9,2502639,433,431,26903642,0,0,15.94,
65.108.74.109:9999,95.7,A,Evo,9f6bf36fa2c23e395e83225d1d373b4b6adc0fb152aa096509cb5e1fd63e5f97,TRUE,done,FALSE,52677,52611,6026.7,52677,52677,11755.4,2502677,438,431,27303893,0,0,12.29,
178.63.121.135:9999,95.7,A,Regular,2b5b6d21ca50d456cc77cf4880c0572a842ef8d9239d5428f6af0392b06e3cf7,TRUE,done,FALSE,52691,52611,7278.6,52691,52691,11711.2,2502691,520,423,27457337,0,0,12.08,
77.42.65.17:9999,95.7,A,Regular,3123fc772c5c0b8c8da42d5d2b63d3b025c704eec7896b4a45eb2f4f49ead7d8,TRUE,done,FALSE,52655,52611,5522.3,52655,52655,8543.7,2502655,431,432,27359402,0,0,15.91,
88.99.11.12:9999,95.7,A,Regular,7f338c975adac058c1eafbe878e4fd537060ddd7011164a1ced1e42530700711,TRUE,done,FALSE,52618,52611,2961.4,52618,52618,5181.7,2502618,423,433,26831478,0,0,26.46,
151.244.85.45:9999,95.7,A,Regular,9fb94095e3c20ad4dcb4095550948133621e3dd0af1da7ab1080b6015b673e4e,TRUE,done,FALSE,52687,52611,4489.1,52687,52687,6518.8,2502687,448,430,26915033,0,0,19.55,
178.62.236.233:9999,95.7,A,Regular,01a9810a299263b05ba5a1bb9e14e2c191d69266674830be9bc8fe721224c101,TRUE,done,FALSE,52612,52611,2830.6,52612,52612,4011,2502612,500,425,26214242,0,0,28.66,
95.216.126.32:9999,95.7,A,Regular,8c257d9ba8d72a0873728a323059dc7f762ba4e8bd30f1e8946ce6a616c3de3a,TRUE,done,FALSE,52680,52611,5797.1,52680,52680,10446.2,2502680,427,433,27382561,0,0,12.9,
178.63.236.117:9999,95.7,A,Regular,f4fe3ac387d0cc0b19e0ab824cb19acffa8d1e521ff070c6001e1017f9bb3946,TRUE,done,FALSE,52678,52611,8015.3,52678,52678,14216.5,2502678,400,435,27262932,0,0,11.1,
192.241.217.126:9999,95.7,A,Regular,46fe341891983b58806095018dfd864bd35062c96343bbfb8a77ea801aa46759,TRUE,done,FALSE,52674,52611,5338.6,52674,52674,9713,2502674,433,432,27482582,0,0,13.63,
132.243.197.77:9999,95.7,A,Regular,dca794b7999a648670bd46956c25b80f1717493ba8f942f9e3b352db65dc84a2,TRUE,done,FALSE,52702,52611,3176.5,52702,52702,5510.2,2502702,832,393,26859405,0,0,22.8,
65.108.4.194:9999,95.7,A,Evo,fc5d6be95050f3132529aab3d7c476ff7974b9021790726ddabb915c9371b1e8,TRUE,done,FALSE,52682,52611,4408.4,52682,52682,8125.5,2502682,540,422,27260808,0,0,17.55,
178.215.237.135:9999,95.7,A,Evo,81b738c9af5196c4c4b686e592160bbf154ee1bcd661fe160cd82fe1df4db4ff,TRUE,done,FALSE,52644,52611,3676.6,52644,52644,6437.3,2502644,451,431,27508961,0,0,22.33,
188.40.205.8:9999,95.7,A,Regular,e6a0732c37271e45a283376ba6ffa79cc6ca2e740366aaf3ba99b6d31107fb51,TRUE,done,FALSE,52694,52611,3407.5,52694,52694,5844.9,2502694,443,432,26722467,0,0,20.86,
151.244.85.109:9999,95.7,A,Regular,d77663ba0472eaa146f74eda643d6451c9ab2a0e30f05c4a5b8806c959ef7cc6,TRUE,done,FALSE,52699,52611,3506.7,52699,52699,6695.6,2502699,445,432,27023699,0,0,18.99,
132.243.197.113:9999,95.7,A,Regular,cbe18c55edaabd4f0a365c87a7d1e6fb06d9d276035d5df61cf50fd73a40df86,TRUE,done,FALSE,52701,52611,3646.3,52701,52701,6104.3,2502701,387,438,26844919,0,0,21.12,
134.209.176.109:9999,95.7,A,Regular,8478350efe9ac852fed4d2e8797ae3d2e4bf5c623d69bda4b5e3db7538c69660,TRUE,done,FALSE,52653,52611,4257,52653,52653,7559.5,2502653,720,405,26969052,0,0,17.38,
178.63.236.104:9999,95.7,A,Regular,42a4ef6ac4c72110c2cf2a6547b0f5e2aae4fa1887818a0b3557905515ccec56,TRUE,done,FALSE,52680,52611,8967.3,52680,52680,16245.8,2502680,393,437,26916644,0,0,9.59,
188.40.205.11:9999,95.7,A,Regular,a1142a87cb68c5ddaae5fa2d26c20b106c1b7369244eb09d4c4fb918e255fff9,TRUE,done,FALSE,52704,52611,5687.5,52704,52704,9658.1,2502704,438,433,27110774,0,0,13.94,
62.171.174.123:9999,95.7,A,Evo,11efdc2fbe0318ac7988ab02019b5b4c856626cd4d24d9d149253e3774cca36c,TRUE,done,FALSE,52664,52611,6622.4,52664,52664,11276.2,2502664,428,434,27038878,0,0,13.08,
198.199.104.246:9999,95.7,A,Regular,4a9e2c8e5ada4532e7b411ffa4bb22a78dd75d569a3d54f421c739daf1cbab7b,FALSE,done,FALSE,52639,52611,4023.8,52639,52639,7007.3,2502639,429,434,26511655,0,0,18.68,
194.135.84.100:9999,95.7,A,Regular,cc8d16f73bbd2c8deae4ae7897a65d2a39efa9cc42fd392f7449d8eb72bef074,TRUE,done,FALSE,52638,52611,3617.1,52638,52638,6703.4,2502638,437,433,26998508,0,0,18.72,
161.35.150.124:9999,95.7,A,Regular,272231f882280a532b568b11a694977f37290877c9839d0658dd313a976fc8f1,TRUE,done,FALSE,52665,52611,4450.6,52665,52665,8084.5,2502665,434,433,27022245,0,0,16.62,
135.181.8.70:9999,95.7,A,Regular,2f5ecc18a02e963b4e7aeee208a830daf198dff365e75c33da53c2912c19155b,TRUE,done,FALSE,52686,52611,5024.2,52686,52686,9234.4,2502686,432,434,27501801,0,0,15.48,
207.154.204.134:9999,95.7,A,Regular,dc2c00497fc8832fb87fc3de2d8746329cdb9d31269a3d75fefb51f0c837115a,TRUE,done,FALSE,52653,52611,3565,52653,52653,6392.6,2502653,406,436,26821849,0,0,20.6,
95.217.71.207:9999,95.7,A,Regular,f0a2df89bbc950c35efb1f8448b51cacbc0854ebeb1936b4d39c3c3de8bd755b,TRUE,done,FALSE,52660,52611,5743,52660,52660,9593,2502660,502,427,27257402,0,0,14.2,
188.40.205.3:9999,95.7,A,Regular,c0287a0ef607c787c2b86435bb58dfc09f0a4c4d5d0299c68bf555c2880b4c97,TRUE,done,FALSE,52701,52611,5344.8,52701,52701,9327.5,2502701,445,433,27477733,0,0,15.54,
132.243.197.234:9999,95.7,A,Regular,a56ae02d158ebd2ba3c417a6375d7c0d4c92d6af7c00c7d0a156e87aa54c1b8d,TRUE,done,FALSE,52701,52611,3876.7,52701,52701,6117.6,2502701,852,393,26932122,0,0,21.16,
89.40.15.222:9999,95.7,A,Regular,fc157cfcb87b7ccc773f952256d7b61c50fab8681c39a6f2de16f62725377e7a,TRUE,done,FALSE,52639,52611,4989.1,52639,52639,8662.4,2502639,468,431,27246900,0,0,16.17,
132.243.197.179:9999,95.7,A,Regular,605eaaa50f4f4f48db75fc2c33a27204e9ba86d7eff95ce40501dffcfd23e465,TRUE,done,FALSE,52697,52611,3583,52697,52697,5966.7,2502697,902,388,27460115,0,0,21.18,
188.40.241.102:9999,95.7,A,Regular,4ffe2cf30148e2d04f50add320c2803d5bd7d16825cd5da2fd479d9cde448b9b,TRUE,done,FALSE,52701,52611,5489.3,52701,52701,8814.7,2502701,398,438,27145642,0,0,14.8,
95.216.84.45:9999,95.7,A,Regular,cb0e9b6d3c59f16392d571616e742862485dde763c6ad124c476baa96528140f,TRUE,done,FALSE,52646,52611,2860.7,52646,52646,5509.8,2502646,492,428,27323223,0,0,23.62,
45.135.180.130:9999,95.7,A,Evo,0e18a46dd7f6232ff3588375e34e9e979a960c7d17c962d5591a443d3e3a4344,TRUE,done,FALSE,52649,52611,3410.8,52649,52649,6385.7,2502649,466,431,27042404,0,0,22.1,
151.244.85.70:9999,95.7,A,Regular,f5c49a26c606b907c4294ba3002e5ce207724f4a15e6be63fd5e928ae1b03313,TRUE,done,FALSE,52678,52611,5737.7,52678,52678,10397.8,2502678,445,433,27119143,0,0,13.28,
107.170.248.57:9999,95.7,A,Regular,6be9c82c389aaf51bb91aaa8fe9ec640ad47d77bb44d26a465ce82e7f01c9329,FALSE,done,FALSE,52660,52611,6465.5,52660,52660,11227.2,2502660,434,434,27241562,0,0,12.1,
31.58.170.16:9999,95.7,A,Regular,fc4f3f03707f8c6168eaf3f4e85e801076e90c51c5e32fd5ef06e4508ec182a2,TRUE,done,FALSE,52666,52611,3940.9,52666,52666,7371.6,2502666,437,434,27216619,0,0,18.15,
146.185.180.40:9999,95.7,A,Regular,0b913bc4feb7a870f82bc0deda7afed659522b77687622753ab629bea46ffe7c,TRUE,done,FALSE,52669,52611,5154.9,52669,52669,7830.8,2502669,438,434,27096965,0,0,16.17,
132.243.197.19:9999,95.7,A,Regular,b8721221983bb408a5fc9cae4b9b44efa0374e4cf7bac3dc703503da72bbaa81,TRUE,done,FALSE,52701,52611,3036.5,52701,52701,5225.3,2502701,391,439,27572622,0,0,23.83,
178.62.171.57:9999,95.6,A,Regular,695cd376989e9e09197b0ca1517e2220684991b3bb342d8af93fc622d9e988de,TRUE,done,FALSE,52697,52611,5245.8,52697,52697,8742.8,2502697,437,435,27337152,0,0,15.44,
168.119.80.3:9999,95.6,A,Regular,1a4f01158785977ac3c3d2f56b2190b434e0e4b8964176f07fcdeb956d7e59ca,TRUE,done,FALSE,52694,52611,5355.6,52694,52694,9067.3,2502694,554,423,26972633,0,0,16.03,
168.119.87.137:9999,95.6,A,Regular,0a460ac31b54571ea3eacd2b8a192105ab3b126337a59593f1df861970b2c1c7,TRUE,done,FALSE,52694,52611,4511.7,52694,52694,8124.8,2502694,392,439,26849136,0,0,17.16,
65.21.237.225:9999,95.6,A,Evo,aaba54b15844a1bffa647f0de154a5d8dbee2a48cc278e9ea7d2d6e44c304770,TRUE,done,FALSE,52638,52611,5015.5,52638,52638,8816.8,2502638,521,427,26957576,0,0,15.43,
168.119.83.3:9999,95.6,A,Regular,1d4509251d49dc1de7c31ef70433c8385dcf075af3251b9eede3180599f8c978,TRUE,done,FALSE,52688,52611,7514.1,52688,52688,14082.3,2502688,407,438,27233047,0,0,10.73,
132.243.197.83:9999,95.6,A,Regular,bf33926046a0567ecf77b66f790c3a8e485d09a403d466c31ab296107a413cd2,TRUE,done,FALSE,52704,52611,3950.3,52704,52704,6392.3,2502704,395,439,27361009,0,0,19.18,
135.181.52.145:9999,95.6,A,Regular,e9c464424c5ea5d83c60b93dd5632c305dfe53cd07eeabff00676de4d3cca56b,TRUE,done,FALSE,52689,52611,6550.7,52689,52689,12554.6,2502688,527,427,27681581,0,0,11.37,
46.4.162.117:9999,95.6,A,Regular,ec56e6d2dbb1b2a6b216e4fa43946232002e9fa3db9373037980b78456f57c13,TRUE,done,FALSE,52658,52611,3929.5,52658,52658,7005.2,2502658,399,439,27191271,0,0,19.42,
178.62.159.218:9999,95.6,A,Regular,5239900fc5ac8d996464daecd04a3d8dde2d243ea5fbac182e2fbeca8106da3f,TRUE,done,FALSE,52684,52611,5508,52684,52684,9773,2502684,450,434,27156329,0,0,14.03,
65.109.84.202:9999,95.6,A,Evo,756943810f85226c1f34c9b1fdccba38a7f61d458df3f8c5a6d2cc3074482432,TRUE,done,FALSE,52650,52611,6410,52650,52650,14478.3,2502650,446,435,27140940,0,0,12.09,
151.244.85.179:9999,95.6,A,Regular,fdaa8c76156aaff3cf94c08a2571cdea73e2f8de781a1d308b44a32b26f1f70c,TRUE,done,FALSE,52665,52611,5698.4,52665,52665,9567,2502665,474,432,27018229,0,0,14.62,
13.140.144.201:9999,95.6,A,Regular,429e6484ed3dcfa5511eaf13d3756399d986bc96db703b18d6ec9aaafb52b214,TRUE,done,FALSE,52618,52611,4033.5,52618,52618,7841.3,2502618,394,441,26963440,0,0,17.52,
188.40.21.237:9999,95.6,A,Regular,7966de098c8b76389bfe58be8e9e58dc1917e76341606ac3d955a02cb67963a0,TRUE,done,FALSE,52701,52611,6704.6,52701,52701,11578.8,2502701,395,440,27058798,0,0,12.05,
104.131.134.41:9999,95.6,A,Regular,45ecb56436b8e029c7e775114de6178eb8b29d5a6b860fa06c7849f814d35a90,TRUE,done,FALSE,52665,52611,5154.4,52665,52665,9617.9,2502665,437,436,27318229,0,0,14.46,
188.40.190.46:9999,95.6,A,Regular,dd8b748e5421550cdebb4b2221ef28341de1ab06accca3211a32146b03bf8a5b,TRUE,done,FALSE,52698,52611,7357.7,52698,52698,12944.3,2502698,841,397,27309931,0,0,12.3,
159.69.204.162:9999,95.6,A,Evo,7e15e06d52608c09b51504d38c34becee1e924d1284199759bba4aa53be6b336,TRUE,done,FALSE,52629,52611,2453.8,52629,52629,4508.1,2502629,390,406,27040932,0,0,29.47,
